,bpi,disclaimer,time
2018-03-29,7086.4875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-30,6844.3213,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-03-31,6926.0175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-01,6816.74,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-02,7049.7938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-03,7417.8875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-04,6789.3013,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-05,6774.7513,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-06,6620.4088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-07,6896.2813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-08,7022.7088,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-09,6773.9388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-10,6830.9038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-11,6939.55,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-12,7916.3725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-13,7889.2313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-14,8003.6813,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-15,8357.0375,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-16,8051.345,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-17,7890.15,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-18,8163.69,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-19,8273.7413,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-20,8863.5025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-21,8917.5963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-22,8792.83,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-23,8938.3038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-24,9652.1563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-25,8864.0875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-26,9278.9975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-27,8978.3325,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-28,9342.4713,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-29,9392.0313,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-04-30,9244.3225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-01,9067.715,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-02,9219.8638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-03,9734.675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-04,9692.7175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-05,9826.5975,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-06,9619.1438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-07,9362.5338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-08,9180.1588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-09,9306.0,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-10,9014.615,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-11,8406.175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-12,8467.6563,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-13,8688.0288,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-14,8675.2063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-15,8474.2388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-16,8340.2988,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-17,8058.6038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-18,8240.725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-19,8234.1525,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-20,8520.8125,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-21,8395.2325,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-22,7983.5175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-23,7502.5588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-24,7578.6913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-25,7460.6938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-26,7334.1638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-27,7344.9675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-28,7105.6725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-29,7460.5838,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-30,7375.67,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-05-31,7487.1875,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-01,7518.245,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-02,7636.1938,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-03,7711.365,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-04,7490.59,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-05,7616.8913,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-06,7655.9788,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-07,7688.0038,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-08,7616.1025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-09,7497.3438,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-10,6765.8013,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-11,6877.1825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-12,6548.33,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-13,6299.5225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-14,6637.7388,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-15,6410.7225,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-16,6485.8688,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-17,6443.6725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-18,6709.48,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-19,6737.4138,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-20,6758.3788,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-21,6717.2025,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-22,6053.8963,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-23,6170.56,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-24,6150.1888,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-25,6247.4675,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-26,6074.9175,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-27,6132.5625,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-28,5848.2638,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-29,6203.9013,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-06-30,6387.3063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-01,6347.8588,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-02,6613.27,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-03,6504.9263,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-04,6584.7663,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-05,6531.2,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-06,6600.9863,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-07,6755.5613,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-08,6704.1825,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-09,6664.2063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-10,6302.49,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-11,6381.8725,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-12,6245.6338,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-13,6217.6063,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
2018-07-14,6247.2275,This data was produced from the CoinDesk Bitcoin Price Index. BPI value data returned as USD.,
